scope,n,x,y,pearson,spearman
all_levels,500,strength_edits,mean_cross_similarity,-0.22994049682832443,-0.49179188945296815
all_levels,500,strength_edits,noise_corrected_drift,0.17385994967942908,0.3674683500561044
all_levels,500,strength_edits,abs_repeated_pass_rate_change,0.1513589528040531,0.23028746059383498
all_levels,500,mean_cross_similarity,abs_repeated_pass_rate_change,-0.3747015895885101,-0.43810510025509114
all_levels,500,mean_paired_similarity,abs_repeated_pass_rate_change,-0.3809375304918868,-0.4417004835782151
all_levels,500,noise_corrected_drift,abs_repeated_pass_rate_change,0.3129432653512503,0.2921691284976829
all_levels,500,mean_cross_similarity,harmful_correctness_drop,-0.25418040844408746,-0.34299179252886175
all_levels,500,noise_corrected_drift,harmful_correctness_drop,0.10999044312404245,0.2124859639226794
nonzero_levels,400,strength_edits,mean_cross_similarity,-0.08210756697138763,-0.07278706918356861
nonzero_levels,400,strength_edits,noise_corrected_drift,0.11968489515549309,0.1453190750298268
nonzero_levels,400,strength_edits,abs_repeated_pass_rate_change,0.058758589189348634,0.03914662455778873
nonzero_levels,400,mean_cross_similarity,abs_repeated_pass_rate_change,-0.3375845893764899,-0.34862183086302345
nonzero_levels,400,mean_paired_similarity,abs_repeated_pass_rate_change,-0.34422692951887945,-0.3545281319662717
nonzero_levels,400,noise_corrected_drift,abs_repeated_pass_rate_change,0.2945398948888785,0.20945567241587135
nonzero_levels,400,mean_cross_similarity,harmful_correctness_drop,-0.19848800856375676,-0.2610051747461674
nonzero_levels,400,noise_corrected_drift,harmful_correctness_drop,0.08136650186752901,0.1391396206982077
task:code_generation,125,strength_edits,mean_cross_similarity,-0.2912670334874545,-0.5169462765168581
task:code_generation,125,strength_edits,noise_corrected_drift,0.2005154542222653,0.3974064568444491
task:code_generation,125,strength_edits,abs_repeated_pass_rate_change,0.11185488897884908,0.16656325359528
task:code_generation,125,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5776580196035968,-0.5485061242760096
task:code_generation,125,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5559406095762528,-0.5254923568952731
task:code_generation,125,noise_corrected_drift,abs_repeated_pass_rate_change,0.5042147287138058,0.4065446511864746
task:code_generation,125,mean_cross_similarity,harmful_correctness_drop,-0.26785591735324354,-0.3863364443407327
task:code_generation,125,noise_corrected_drift,harmful_correctness_drop,0.13939084488039313,0.2256684703864415
task_nonzero:code_generation,100,strength_edits,mean_cross_similarity,-0.1310851668406898,-0.13129337350191364
task_nonzero:code_generation,100,strength_edits,noise_corrected_drift,0.11420598055363541,0.17445975084016493
task_nonzero:code_generation,100,strength_edits,abs_repeated_pass_rate_change,0.010346980868113793,0.007483485826607406
task_nonzero:code_generation,100,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5545633682675596,-0.5504847791339048
task_nonzero:code_generation,100,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5309011927215863,-0.520326055537346
