case_id,task,dataset,perturbation,uncorrected_single_drift,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift
fourtask_character_squad_01,factual_qa,SQuAD V2,character,0.0,0.0,0.16808026620259167,0.08404013310129584,0.08404013310129584,0.0
fourtask_word_squad_01,factual_qa,SQuAD V2,word,0.2521203993038875,0.0,1.1102230246251565e-16,5.551115123125783e-17,0.2521203993038875,0.25212039930388747
fourtask_sentence_squad_01,factual_qa,SQuAD V2,sentence,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_semantic_squad_01,factual_qa,SQuAD V2,semantic,0.0,0.0,0.16808026620259173,0.08404013310129586,0.16808026620259167,0.08404013310129581
fourtask_character_squad_02,factual_qa,SQuAD V2,character,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_word_squad_02,factual_qa,SQuAD V2,word,3.6415697901581723e-07,0.0,0.0,0.0,3.6415697901581723e-07,3.6415697901581723e-07
fourtask_sentence_squad_02,factual_qa,SQuAD V2,sentence,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_semantic_squad_02,factual_qa,SQuAD V2,semantic,0.33733065621068214,0.0,0.0099794103561065,0.00498970517805325,0.333997093269186,0.3290073880911327
fourtask_character_squad_03,factual_qa,SQuAD V2,character,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_word_squad_03,factual_qa,SQuAD V2,word,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_sentence_squad_03,factual_qa,SQuAD V2,sentence,3.7363634963760717e-07,0.0,0.0,0.0,3.7363634963760717e-07,3.7363634963760717e-07
fourtask_semantic_squad_03,factual_qa,SQuAD V2,semantic,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_character_squad_04,factual_qa,SQuAD V2,character,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0
fourtask_word_squad_04,factual_qa,SQuAD V2,word,0.08492362120424346,2.220446049250313e-16,0.056615747469495714,0.028307873734747968,0.028307873734747968,0.0
fourtask_sentence_squad_04,factual_qa,SQuAD V2,sentence,0.0015666150468879314,2.220446049250313e-16,1.1102230246251565e-16,1.6653345369377348e-16,0.0015666150468879314,0.0015666150468877649
fourtask_semantic_squad_04,factual_qa,SQuAD V2,semantic,2.220446049250313e-16,3.328619657683163e-07,0.056615747469495714,0.02830804016573074,0.028309842979381033,1.8028136502916403e-06
fourtask_character_squad_05,factual_qa,SQuAD V2,character,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_word_squad_05,factual_qa,SQuAD V2,word,0.0,0.0,0.03319882393989726,0.01659941196994863,0.01659941196994863,0.0
fourtask_sentence_squad_05,factual_qa,SQuAD V2,sentence,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_semantic_squad_05,factual_qa,SQuAD V2,semantic,0.10780482373926337,0.0,0.0,0.0,0.10780482373926337,0.10780482373926337
fourtask_character_math_01,math_reasoning,MATH,character,0.02063539815274018,0.0322435270297059,0.03755697731263189,0.03490025217116889,0.03373907165104831,0.0
fourtask_word_math_01,math_reasoning,MATH,word,0.16079247960960463,0.03655598634195645,0.10604708830724312,0.07130153732459979,0.07585793659199352,0.004556399267393735
fourtask_sentence_math_01,math_reasoning,MATH,sentence,0.03852691183482104,0.014188528092391461,0.03383219253857258,0.02401036031548202,0.036201964833392525,0.012191604517910504
fourtask_semantic_math_01,math_reasoning,MATH,semantic,0.07353437096812154,0.02337555938188307,0.0358222316915077,0.029598895536695386,0.05536790114103992,0.025769005604344534
fourtask_character_math_02,math_reasoning,MATH,character,0.006085344534335069,0.0220826789561183,0.009170179144491883,0.01562642905030509,0.019774932779414865,0.004148503729109774
fourtask_word_math_02,math_reasoning,MATH,word,0.47566865395439084,0.0576923856562637,0.2705348281937308,0.16411360692499727,0.41949874444829355,0.2553851375232963
fourtask_sentence_math_02,math_reasoning,MATH,sentence,0.02865769068742352,0.02332219522908748,0.01868069927503313,0.021001447252060303,0.018847141497381734,0.0
fourtask_semantic_math_02,math_reasoning,MATH,semantic,0.05235628964007155,0.008089606996617907,0.04708057424247436,0.027585090619546133,0.06490272486415219,0.03731763424460606
fourtask_character_math_03,math_reasoning,MATH,character,0.0735657589461498,0.04710397032539171,0.1321622615162448,0.08963311592081825,0.10019537839558017,0.010562262474761913
fourtask_word_math_03,math_reasoning,MATH,word,0.16771289808094603,0.07502124393980784,0.0823672225922764,0.07869423326604212,0.13854048175847608,0.05984624849243396
fourtask_sentence_math_03,math_reasoning,MATH,sentence,0.021173729713148237,0.08238132837674372,0.06596806285065626,0.07417469561369999,0.05825339047003989,0.0
fourtask_semantic_math_03,math_reasoning,MATH,semantic,0.08065202877252575,0.06216243016930364,0.1253696928541347,0.09376606151171918,0.10995259463517053,0.01618653312345135
fourtask_character_math_04,math_reasoning,MATH,character,0.09381257664748222,0.09041547742997598,0.09997345016042596,0.09519446379520097,0.08836151173922907,0.0
fourtask_word_math_04,math_reasoning,MATH,word,0.6925732550808337,0.08939429612852878,0.44481473845999653,0.26710451729426266,0.48282142540940226,0.2157169081151396
fourtask_sentence_math_04,math_reasoning,MATH,sentence,0.13280335157538814,0.025301643828456306,0.028579282328430582,0.026940463078443444,0.1245126788344598,0.09757221575601635
fourtask_semantic_math_04,math_reasoning,MATH,semantic,0.034982052703459665,0.05042842382208812,0.0510614134647008,0.05074491864339446,0.046968718233971814,0.0
fourtask_character_math_05,math_reasoning,MATH,character,0.03898072698610844,0.04926461235744384,0.03876480486223229,0.04401470860983807,0.03667106710391104,0.0
fourtask_word_math_05,math_reasoning,MATH,word,0.45396922381540383,0.0607882683555229,0.016174655348580647,0.03848146185205177,0.47017714531538374,0.431695683463332
fourtask_sentence_math_05,math_reasoning,MATH,sentence,0.08971166831277633,0.0323191573039621,0.07929126808228874,0.055805212693125425,0.05926663078018631,0.003461418087060887
fourtask_semantic_math_05,math_reasoning,MATH,semantic,0.05030814154540031,0.04663091003488096,0.024050824905275252,0.035340867470078106,0.049921569635633295,0.014580702165555189
fourtask_character_humaneval_01,code_generation,HumanEval,character,5.533854602335353e-07,0.0,0.0,0.0,5.533854602335353e-07,5.533854602335353e-07
fourtask_word_humaneval_01,code_generation,HumanEval,word,0.21104125618654113,0.0,0.0065383811409690145,0.0032691905704845072,0.21532215668025212,0.21205296610976762
fourtask_sentence_humaneval_01,code_generation,HumanEval,sentence,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_semantic_humaneval_01,code_generation,HumanEval,semantic,0.24899169922555753,0.0,0.0003093352086000663,0.00015466760430003315,0.25070447130791856,0.2505498037036185
fourtask_character_humaneval_02,code_generation,HumanEval,character,0.003587116338894414,0.0030624147074623798,0.004941505817651959,0.004001960262557169,0.003897680767766704,0.0
fourtask_word_humaneval_02,code_generation,HumanEval,word,0.035655548122287994,0.0005286268851429909,0.013045562345974501,0.006787094615558746,0.02761279731473819,0.02082570269917944
fourtask_sentence_humaneval_02,code_generation,HumanEval,sentence,0.012870495636428059,0.015927165951398314,0.008606917551808388,0.012267041751603352,0.009855947307029026,0.0
fourtask_semantic_humaneval_02,code_generation,HumanEval,semantic,0.023879534209252262,0.003792176971949779,0.005582023732494908,0.004687100352222343,0.024273726441439953,0.01958662608921761
fourtask_character_humaneval_03,code_generation,HumanEval,character,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_word_humaneval_03,code_generation,HumanEval,word,0.16114536171724436,0.0,0.10743024114482957,0.05371512057241479,0.10743024114482957,0.05371512057241479
fourtask_sentence_humaneval_03,code_generation,HumanEval,sentence,5.345665785583265e-07,0.10745135555227099,0.0,0.053725677776135496,0.05371416526916269,0.0
fourtask_semantic_humaneval_03,code_generation,HumanEval,semantic,0.16114536171724436,0.0,0.10743024114482957,0.05371512057241479,0.10743024114482957,0.05371512057241479
fourtask_character_humaneval_04,code_generation,HumanEval,character,0.16976289069259265,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.16976289069259265,0.16976289069259254
fourtask_word_humaneval_04,code_generation,HumanEval,word,0.01694069169090784,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.01694069169090784,0.016940691690907728
fourtask_sentence_humaneval_04,code_generation,HumanEval,sentence,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_semantic_humaneval_04,code_generation,HumanEval,semantic,0.016934646971821343,1.1102230246251565e-16,0.0,5.551115123125783e-17,0.016934646971821343,0.016934646971821288
fourtask_character_humaneval_05,code_generation,HumanEval,character,0.0026820328913418345,0.0024530824760700862,0.058161047974770286,0.030307065225420187,0.030521075284987362,0.0002140100595671747
fourtask_word_humaneval_05,code_generation,HumanEval,word,0.206035207849791,0.0382461400034008,0.0012741574726470677,0.019760148738023932,0.20422359617453767,0.18446344743651374
fourtask_sentence_humaneval_05,code_generation,HumanEval,sentence,0.03992001934023981,0.0014666540647450728,0.028262534162897552,0.014864594113821312,0.015100100094257699,0.00023550598043638703
fourtask_semantic_humaneval_05,code_generation,HumanEval,semantic,0.2040025514840239,0.0,0.003597020457102751,0.0017985102285513754,0.20964058536062624,0.20784207513207487
fourtask_character_alpaca_01,open_ended_writing,Alpaca,character,0.07895761727187023,0.07991889951868443,0.05649159759259711,0.06820524855564077,0.06375510695988569,0.0
fourtask_word_alpaca_01,open_ended_writing,Alpaca,word,0.05633809272316315,0.03448850204937789,0.06811679711279091,0.051302649581084395,0.08880217410952582,0.03749952452844142
fourtask_sentence_alpaca_01,open_ended_writing,Alpaca,sentence,0.11872070442526284,0.050537160351714995,0.12148830343990265,0.08601273189580882,0.15616051717710264,0.07014778528129381
fourtask_semantic_alpaca_01,open_ended_writing,Alpaca,semantic,0.08357927207633664,0.042302869027979716,0.04097682764111136,0.04163984833454554,0.04990134810489591,0.008261499770350372
fourtask_character_alpaca_02,open_ended_writing,Alpaca,character,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_word_alpaca_02,open_ended_writing,Alpaca,word,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_sentence_alpaca_02,open_ended_writing,Alpaca,sentence,4.981093977285411e-07,0.0,0.0,0.0,4.981093977285411e-07,4.981093977285411e-07
fourtask_semantic_alpaca_02,open_ended_writing,Alpaca,semantic,4.981093977285411e-07,0.0,0.0,0.0,4.981093977285411e-07,4.981093977285411e-07
fourtask_character_alpaca_03,open_ended_writing,Alpaca,character,0.07038547166761755,0.08501214993536037,0.144659448268031,0.1148357991016957,0.12365078189172568,0.008814982790029985
fourtask_word_alpaca_03,open_ended_writing,Alpaca,word,0.08328418398038873,0.07892536144829554,0.05696212711229531,0.06794374428029543,0.08835574696081143,0.020412002680516003
fourtask_sentence_alpaca_03,open_ended_writing,Alpaca,sentence,0.04016020210685034,0.05072785114466797,0.1071164576105736,0.07892215437762079,0.1133666029009543,0.034444448523333504
fourtask_semantic_alpaca_03,open_ended_writing,Alpaca,semantic,0.0884165249403619,0.06477347687268531,0.08062820792227073,0.07270084239747801,0.07423471686584021,0.0015338744683622008
fourtask_character_alpaca_04,open_ended_writing,Alpaca,character,0.062499819202153306,0.03287485340818045,0.09441689730979459,0.06364587535898752,0.07329950679515773,0.009653631436170207
fourtask_word_alpaca_04,open_ended_writing,Alpaca,word,0.07585287030308618,0.07839335672274439,0.07561153757897814,0.07700244715086127,0.0760520831629821,0.0
fourtask_sentence_alpaca_04,open_ended_writing,Alpaca,sentence,0.1136819140672034,0.07303613211201491,0.07562805047333894,0.07433209129267693,0.09983735305203191,0.025505261759354983
fourtask_semantic_alpaca_04,open_ended_writing,Alpaca,semantic,0.06454582057410474,0.041312219872884325,0.07326967267294553,0.05729094627291492,0.05613538791512999,0.0
fourtask_character_alpaca_05,open_ended_writing,Alpaca,character,0.6573500572333209,0.18831388813374894,0.11744547860155807,0.1528796833676535,0.6407866717113488,0.48790698834369534
fourtask_word_alpaca_05,open_ended_writing,Alpaca,word,0.3633696498233989,0.2227289952776668,0.07863203529214328,0.15068051528490503,0.4855948158174157,0.3349143005325107
fourtask_sentence_alpaca_05,open_ended_writing,Alpaca,sentence,0.589643877991095,0.26909284593449684,0.30610849331862927,0.28760066962656305,0.5593650434455234,0.27176437381896035
fourtask_semantic_alpaca_05,open_ended_writing,Alpaca,semantic,0.5848610192061898,0.25305100436567507,0.36552792670445494,0.309289465535065,0.5162405929948456,0.20695112745978061
