scope,n,x,y,pearson,spearman
all_levels,30,strength_edits,mean_cross_similarity,-0.4555040269497522,-0.5804286907122113
all_levels,30,strength_edits,noise_corrected_drift,0.3258815937178557,0.3107247590304326
all_levels,30,strength_edits,abs_repeated_pass_rate_change,0.21320071635561044,0.2465033242958173
all_levels,30,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6317999460421121,-0.6265578390623672
all_levels,30,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5562715718926826,-0.5544862508956385
all_levels,30,noise_corrected_drift,abs_repeated_pass_rate_change,0.4427265989023722,0.43721074843444035
all_levels,30,mean_cross_similarity,harmful_correctness_drop,-0.631799946042112,-0.6597928399755524
all_levels,30,noise_corrected_drift,harmful_correctness_drop,0.4427265989023722,0.45119402124615116
nonzero_levels,24,strength_edits,mean_cross_similarity,-0.21796257369856367,-0.26420949631773016
nonzero_levels,24,strength_edits,noise_corrected_drift,0.2908586427969678,0.14550316550223633
nonzero_levels,24,strength_edits,abs_repeated_pass_rate_change,0.06593804733957868,0.04541243840942217
nonzero_levels,24,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5874915407216497,-0.5929237238023082
nonzero_levels,24,mean_paired_similarity,abs_repeated_pass_rate_change,-0.49036904595502867,-0.4942780069219242
nonzero_levels,24,noise_corrected_drift,abs_repeated_pass_rate_change,0.4203633459015747,0.3771785213191335
nonzero_levels,24,mean_cross_similarity,harmful_correctness_drop,-0.5874915407216497,-0.6522044874230325
nonzero_levels,24,noise_corrected_drift,harmful_correctness_drop,0.42036334590157465,0.39648759776459414
task:code_generation,10,strength_edits,mean_cross_similarity,-0.4549540754198683,-0.625
task:code_generation,10,strength_edits,noise_corrected_drift,,
task:code_generation,10,strength_edits,abs_repeated_pass_rate_change,,
task:code_generation,10,mean_cross_similarity,abs_repeated_pass_rate_change,,
task:code_generation,10,mean_paired_similarity,abs_repeated_pass_rate_change,,
task:code_generation,10,noise_corrected_drift,abs_repeated_pass_rate_change,,
task:code_generation,10,mean_cross_similarity,harmful_correctness_drop,,
task:code_generation,10,noise_corrected_drift,harmful_correctness_drop,,
task_nonzero:code_generation,8,strength_edits,mean_cross_similarity,-0.18275076467649298,-0.25
task_nonzero:code_generation,8,strength_edits,noise_corrected_drift,,
task_nonzero:code_generation,8,strength_edits,abs_repeated_pass_rate_change,,
