scope,n,x,y,pearson,spearman
all_levels,240,strength_edits,mean_cross_similarity,-0.20115196183794273,-0.47638163574574593
all_levels,240,strength_edits,noise_corrected_drift,0.10612309479737754,0.3849786009712516
all_levels,240,strength_edits,abs_repeated_pass_rate_change,0.1015222309584344,0.23114730943379952
all_levels,240,mean_cross_similarity,abs_repeated_pass_rate_change,-0.30941989435440675,-0.3591648804076419
all_levels,240,mean_paired_similarity,abs_repeated_pass_rate_change,-0.3197011818143153,-0.36312528453533893
all_levels,240,noise_corrected_drift,abs_repeated_pass_rate_change,0.6219633053524499,0.2847388931384345
all_levels,240,mean_cross_similarity,harmful_correctness_drop,-0.13817604317156643,-0.25754032191632936
all_levels,240,noise_corrected_drift,harmful_correctness_drop,0.26696656556996706,0.250936469676452
nonzero_levels,192,strength_edits,mean_cross_similarity,-0.011899263078675388,-0.012650882985956118
nonzero_levels,192,strength_edits,noise_corrected_drift,0.034983689043906335,0.1741913892737363
nonzero_levels,192,strength_edits,abs_repeated_pass_rate_change,0.008034154560910629,0.04722462154251045
nonzero_levels,192,mean_cross_similarity,abs_repeated_pass_rate_change,-0.26683505513177647,-0.24432425638389899
nonzero_levels,192,mean_paired_similarity,abs_repeated_pass_rate_change,-0.2778042063314617,-0.2502305872468533
nonzero_levels,192,noise_corrected_drift,abs_repeated_pass_rate_change,0.6122915983254741,0.2066947063009114
nonzero_levels,192,mean_cross_similarity,harmful_correctness_drop,-0.0630858293564762,-0.14440205510465742
nonzero_levels,192,noise_corrected_drift,harmful_correctness_drop,0.24325168570134273,0.18989609557845735
task:code_generation,60,strength_edits,mean_cross_similarity,-0.20240390267268402,-0.5041115143550967
task:code_generation,60,strength_edits,noise_corrected_drift,0.025482577625226335,0.32878103549318266
task:code_generation,60,strength_edits,abs_repeated_pass_rate_change,0.046340068070749495,0.15099616441408767
task:code_generation,60,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5104771391981254,-0.46377964739498007
task:code_generation,60,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5113478211138207,-0.4738496518016262
task:code_generation,60,noise_corrected_drift,abs_repeated_pass_rate_change,0.8896638220992794,0.5040700925671393
task:code_generation,60,mean_cross_similarity,harmful_correctness_drop,-0.5261483246871824,-0.456510799165581
task:code_generation,60,noise_corrected_drift,harmful_correctness_drop,0.7263081955980476,0.47194788437554364
task_nonzero:code_generation,48,strength_edits,mean_cross_similarity,0.04819459563818305,-0.030939308819233433
task_nonzero:code_generation,48,strength_edits,noise_corrected_drift,-0.09703000614755516,0.026533621613020652
task_nonzero:code_generation,48,strength_edits,abs_repeated_pass_rate_change,-0.06022097812962133,-0.0113726962257789
task_nonzero:code_generation,48,mean_cross_similarity,abs_repeated_pass_rate_change,-0.48807862067094404,-0.4452601352752726
task_nonzero:code_generation,48,mean_paired_similarity,abs_repeated_pass_rate_change,-0.48907577161117566,-0.45948765377058276
task_nonzero:code_generation,48,noise_corrected_drift,abs_repeated_pass_rate_change,0.8856486031126652,0.4899610287819901
task_nonzero:code_generation,48,mean_cross_similarity,harmful_correctness_drop,-0.5060675572360483,-0.4666080059585229
task_nonzero:code_generation,48,noise_corrected_drift,harmful_correctness_drop,0.7161143729320805,0.4821972442041875
task:factual_qa,60,strength_edits,mean_cross_similarity,-0.1489357061312737,-0.44045605875148597
task:factual_qa,60,strength_edits,noise_corrected_drift,0.26714837520424695,0.4293165395503631
task:factual_qa,60,strength_edits,abs_repeated_pass_rate_change,,
task:factual_qa,60,mean_cross_similarity,abs_repeated_pass_rate_change,,
task:factual_qa,60,mean_paired_similarity,abs_repeated_pass_rate_change,,
task:factual_qa,60,noise_corrected_drift,abs_repeated_pass_rate_change,,
task:factual_qa,60,mean_cross_similarity,harmful_correctness_drop,,
task:factual_qa,60,noise_corrected_drift,harmful_correctness_drop,,
task_nonzero:factual_qa,48,strength_edits,mean_cross_similarity,-0.04151268454296162,-0.05811978418281361
task_nonzero:factual_qa,48,strength_edits,noise_corrected_drift,0.2114778654527021,0.3254609663743932
task_nonzero:factual_qa,48,strength_edits,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,48,mean_cross_similarity,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,48,mean_paired_similarity,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,48,noise_corrected_drift,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,48,mean_cross_similarity,harmful_correctness_drop,,
task_nonzero:factual_qa,48,noise_corrected_drift,harmful_correctness_drop,,
task:long_factual_qa,60,strength_edits,mean_cross_similarity,-0.3909577539494325,-0.5267691295873128
task:long_factual_qa,60,strength_edits,noise_corrected_drift,0.23695484680875797,0.44882682601252466
task:long_factual_qa,60,strength_edits,abs_repeated_pass_rate_change,0.31996452838948675,0.3734102006218699
task:long_factual_qa,60,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5959824084630321,-0.56234479037597
task:long_factual_qa,60,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5937771645397242,-0.548010450831145
task:long_factual_qa,60,noise_corrected_drift,abs_repeated_pass_rate_change,0.3216619550401917,0.21635486396668566
task:long_factual_qa,60,mean_cross_similarity,harmful_correctness_drop,-0.38396455546037644,-0.4185414819930997
task:long_factual_qa,60,noise_corrected_drift,harmful_correctness_drop,0.18109037435441783,0.19204197260839237
task_nonzero:long_factual_qa,48,strength_edits,mean_cross_similarity,-0.0892371931940111,-0.06859896863373247
task_nonzero:long_factual_qa,48,strength_edits,noise_corrected_drift,0.08649574396890763,0.2031797942267606
task_nonzero:long_factual_qa,48,strength_edits,abs_repeated_pass_rate_change,0.16016825203332924,0.13267417353564542
task_nonzero:long_factual_qa,48,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5062085443601084,-0.41495567294721436
task_nonzero:long_factual_qa,48,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5031035664149814,-0.39457148368694
task_nonzero:long_factual_qa,48,noise_corrected_drift,abs_repeated_pass_rate_change,0.2337272840806063,0.03153544370268132
task_nonzero:long_factual_qa,48,mean_cross_similarity,harmful_correctness_drop,-0.23306905796234692,-0.2690765852876245
task_nonzero:long_factual_qa,48,noise_corrected_drift,harmful_correctness_drop,0.08256648005053513,0.062254762213867186
task:math_reasoning,60,strength_edits,mean_cross_similarity,-0.36946545546998566,-0.4905580221059541
