scope,n,x,y,pearson,spearman
all_levels,25,strength_edits,mean_cross_similarity,-0.34448903881739945,-0.4961245155036394
all_levels,25,strength_edits,noise_corrected_drift,0.2239617281464682,0.2651676853338119
all_levels,25,strength_edits,abs_repeated_pass_rate_change,0.10501249809887835,0.21759383961362666
all_levels,25,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6691102961063368,-0.6312263319264055
all_levels,25,mean_paired_similarity,abs_repeated_pass_rate_change,-0.7182130998464359,-0.7081296217522718
all_levels,25,noise_corrected_drift,abs_repeated_pass_rate_change,-0.20192963827086116,-0.17441241605960658
all_levels,25,mean_cross_similarity,harmful_correctness_drop,-0.48880182932524585,-0.34099716973523675
all_levels,25,noise_corrected_drift,harmful_correctness_drop,-0.10209455120854852,-0.13669163795345204
nonzero_levels,20,strength_edits,mean_cross_similarity,-0.10408364796982886,-0.0077556673432948135
nonzero_levels,20,strength_edits,noise_corrected_drift,0.11127086544661396,0.05252257314388903
nonzero_levels,20,strength_edits,abs_repeated_pass_rate_change,-0.04379917282636607,0.014383899044561523
nonzero_levels,20,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6430753991847976,-0.6302955589037273
nonzero_levels,20,mean_paired_similarity,abs_repeated_pass_rate_change,-0.697817564823584,-0.740922655525473
nonzero_levels,20,noise_corrected_drift,abs_repeated_pass_rate_change,-0.28745410771451024,-0.2896004327038809
nonzero_levels,20,mean_cross_similarity,harmful_correctness_drop,-0.5095059715573428,-0.3779644730092272
nonzero_levels,20,noise_corrected_drift,harmful_correctness_drop,-0.13249819691083245,-0.17962341013813077
task:long_factual_qa,25,strength_edits,mean_cross_similarity,-0.34448903881739945,-0.4961245155036394
task:long_factual_qa,25,strength_edits,noise_corrected_drift,0.2239617281464682,0.2651676853338119
task:long_factual_qa,25,strength_edits,abs_repeated_pass_rate_change,0.10501249809887835,0.21759383961362666
task:long_factual_qa,25,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6691102961063368,-0.6312263319264055
task:long_factual_qa,25,mean_paired_similarity,abs_repeated_pass_rate_change,-0.7182130998464359,-0.7081296217522718
task:long_factual_qa,25,noise_corrected_drift,abs_repeated_pass_rate_change,-0.20192963827086116,-0.17441241605960658
task:long_factual_qa,25,mean_cross_similarity,harmful_correctness_drop,-0.48880182932524585,-0.34099716973523675
task:long_factual_qa,25,noise_corrected_drift,harmful_correctness_drop,-0.10209455120854852,-0.13669163795345204
task_nonzero:long_factual_qa,20,strength_edits,mean_cross_similarity,-0.10408364796982886,-0.0077556673432948135
task_nonzero:long_factual_qa,20,strength_edits,noise_corrected_drift,0.11127086544661396,0.05252257314388903
task_nonzero:long_factual_qa,20,strength_edits,abs_repeated_pass_rate_change,-0.04379917282636607,0.014383899044561523
task_nonzero:long_factual_qa,20,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6430753991847976,-0.6302955589037273
task_nonzero:long_factual_qa,20,mean_paired_similarity,abs_repeated_pass_rate_change,-0.697817564823584,-0.740922655525473
task_nonzero:long_factual_qa,20,noise_corrected_drift,abs_repeated_pass_rate_change,-0.28745410771451024,-0.2896004327038809
task_nonzero:long_factual_qa,20,mean_cross_similarity,harmful_correctness_drop,-0.5095059715573428,-0.3779644730092272
task_nonzero:long_factual_qa,20,noise_corrected_drift,harmful_correctness_drop,-0.13249819691083245,-0.17962341013813077
