scope,n,x,y,pearson,spearman
all_levels,25,strength_edits,mean_cross_similarity,-0.5078385558785276,-0.6142494001473631
all_levels,25,strength_edits,noise_corrected_drift,0.4069860496859402,0.5022861122733507
all_levels,25,strength_edits,abs_repeated_pass_rate_change,0.55,0.4593152121746253
all_levels,25,mean_cross_similarity,abs_repeated_pass_rate_change,-0.07642305207644229,-0.2342074686897981
all_levels,25,mean_paired_similarity,abs_repeated_pass_rate_change,-0.025881900774293466,-0.22787753710358735
all_levels,25,noise_corrected_drift,abs_repeated_pass_rate_change,0.6188380820744556,0.7295001740941912
all_levels,25,mean_cross_similarity,harmful_correctness_drop,0.20648969843408177,0.3341628659308909
all_levels,25,noise_corrected_drift,harmful_correctness_drop,-0.10482796962680621,0.25979138468116236
nonzero_levels,20,strength_edits,mean_cross_similarity,-0.27258804625891736,-0.2404256876421392
nonzero_levels,20,strength_edits,noise_corrected_drift,0.40673287305486777,0.47906835995136804
nonzero_levels,20,strength_edits,abs_repeated_pass_rate_change,0.45710403561867835,0.3003987527960122
nonzero_levels,20,mean_cross_similarity,abs_repeated_pass_rate_change,0.19014702276368758,0.001664137712161802
nonzero_levels,20,mean_paired_similarity,abs_repeated_pass_rate_change,0.22357815514944102,0.021633790258103427
nonzero_levels,20,noise_corrected_drift,abs_repeated_pass_rate_change,0.6200629915459303,0.7239319000435057
nonzero_levels,20,mean_cross_similarity,harmful_correctness_drop,0.441621916790174,0.693687975619296
nonzero_levels,20,noise_corrected_drift,harmful_correctness_drop,-0.13572884319944412,0.19943100880436643
task:long_factual_qa,25,strength_edits,mean_cross_similarity,-0.5078385558785276,-0.6142494001473631
task:long_factual_qa,25,strength_edits,noise_corrected_drift,0.4069860496859402,0.5022861122733507
task:long_factual_qa,25,strength_edits,abs_repeated_pass_rate_change,0.55,0.4593152121746253
task:long_factual_qa,25,mean_cross_similarity,abs_repeated_pass_rate_change,-0.07642305207644229,-0.2342074686897981
task:long_factual_qa,25,mean_paired_similarity,abs_repeated_pass_rate_change,-0.025881900774293466,-0.22787753710358735
task:long_factual_qa,25,noise_corrected_drift,abs_repeated_pass_rate_change,0.6188380820744556,0.7295001740941912
task:long_factual_qa,25,mean_cross_similarity,harmful_correctness_drop,0.20648969843408177,0.3341628659308909
task:long_factual_qa,25,noise_corrected_drift,harmful_correctness_drop,-0.10482796962680621,0.25979138468116236
task_nonzero:long_factual_qa,20,strength_edits,mean_cross_similarity,-0.27258804625891736,-0.2404256876421392
task_nonzero:long_factual_qa,20,strength_edits,noise_corrected_drift,0.40673287305486777,0.47906835995136804
task_nonzero:long_factual_qa,20,strength_edits,abs_repeated_pass_rate_change,0.45710403561867835,0.3003987527960122
task_nonzero:long_factual_qa,20,mean_cross_similarity,abs_repeated_pass_rate_change,0.19014702276368758,0.001664137712161802
task_nonzero:long_factual_qa,20,mean_paired_similarity,abs_repeated_pass_rate_change,0.22357815514944102,0.021633790258103427
task_nonzero:long_factual_qa,20,noise_corrected_drift,abs_repeated_pass_rate_change,0.6200629915459303,0.7239319000435057
task_nonzero:long_factual_qa,20,mean_cross_similarity,harmful_correctness_drop,0.441621916790174,0.693687975619296
task_nonzero:long_factual_qa,20,noise_corrected_drift,harmful_correctness_drop,-0.13572884319944412,0.19943100880436643
