case_id,task,dataset,perturbation,uncorrected_single_drift,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift
fourtask_reordering_squad_01,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_03,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_05,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_07,factual_qa,SQuAD V2,reordering,0.0,0.0,0.023435224480130135,0.0,0.011717612240065067,0.011717612240065067
fourtask_reordering_squad_09,factual_qa,SQuAD V2,reordering,2.220446049250313e-16,0.02237754957381048,2.220446049250313e-16,0.02237754957381048,0.01118877478690535,0.0
fourtask_reordering_squad_11,factual_qa,SQuAD V2,reordering,0.38456476576136245,0.256376510507575,0.256376510507575,0.256376510507575,0.17091767367171665,0.0
fourtask_reordering_squad_13,factual_qa,SQuAD V2,reordering,3.988081826999945e-07,0.29623368580499365,0.2961892017103405,0.29623368580499365,0.2468540794457598,0.0
fourtask_reordering_squad_15,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_17,factual_qa,SQuAD V2,reordering,0.0,0.032393780103982715,0.0,0.032393780103982715,0.016196890051991358,0.0
fourtask_reordering_squad_19,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_21,factual_qa,SQuAD V2,reordering,6.057656618541074e-07,0.0,0.0,0.0,6.057656618541074e-07,6.057656618541074e-07
fourtask_reordering_squad_23,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_25,factual_qa,SQuAD V2,reordering,0.00013418560779188127,0.03676029866534262,0.03720657507216322,0.03676029866534262,0.024671790943241442,0.0
fourtask_reordering_squad_27,factual_qa,SQuAD V2,reordering,0.5550397246837577,2.220446049250313e-16,0.0,2.220446049250313e-16,0.5550397246837577,0.5550397246837575
fourtask_reordering_squad_29,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_31,factual_qa,SQuAD V2,reordering,2.220446049250313e-16,0.23799840267255376,2.220446049250313e-16,0.23799840267255376,0.11899920133627699,0.0
fourtask_reordering_squad_33,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_35,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_37,factual_qa,SQuAD V2,reordering,0.5403062601186072,0.0,0.3602041734124048,0.0,0.3602041734124048,0.3602041734124048
fourtask_reordering_squad_39,factual_qa,SQuAD V2,reordering,0.044769967505546404,0.0,0.029846645003697676,0.0,0.029846645003697603,0.029846645003697603
fourtask_reordering_squad_41,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_43,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_45,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_47,factual_qa,SQuAD V2,reordering,6.74536566935835e-07,1.1102230246251565e-16,3.4964071434403127e-07,1.1102230246251565e-16,6.719042147107501e-07,6.719042145997278e-07
fourtask_reordering_squad_49,factual_qa,SQuAD V2,reordering,4.3460593290856053e-07,0.0,0.04740504166284043,0.0,0.023696249304647348,0.023696249304647348
fourtask_reordering_math_01,math_reasoning,MATH,reordering,0.025625490058677203,0.04619339255310791,0.04045810514795608,0.04619339255310791,0.04132335026690691,0.0
fourtask_reordering_math_03,math_reasoning,MATH,reordering,0.047211708143935605,0.13503597315567095,0.06437787442553937,0.13503597315567095,0.13019672495197482,0.0
fourtask_reordering_math_05,math_reasoning,MATH,reordering,0.024252730097121367,0.02525830699952499,0.007761738859620837,0.02525830699952499,0.0246953967766043,0.0
fourtask_reordering_math_07,math_reasoning,MATH,reordering,0.14640327703110323,0.11856359810663857,0.09459916456339239,0.11856359810663857,0.11006176561355291,0.0
