scope,n,x,y,pearson,spearman
all_levels,480,strength_edits,mean_cross_similarity,-0.2489909505030289,-0.4742270299688777
all_levels,480,strength_edits,noise_corrected_drift,0.18977076718435507,0.3601837058164541
all_levels,480,strength_edits,abs_repeated_pass_rate_change,0.16654944218357245,0.24419731497818345
all_levels,480,mean_cross_similarity,abs_repeated_pass_rate_change,-0.48850423582286034,-0.42282692091949764
all_levels,480,mean_paired_similarity,abs_repeated_pass_rate_change,-0.47788779449571334,-0.42891661289397115
all_levels,480,noise_corrected_drift,abs_repeated_pass_rate_change,0.4741861505866986,0.3490088386324861
all_levels,480,mean_cross_similarity,harmful_correctness_drop,-0.14082072496517398,-0.25656122405416115
all_levels,480,noise_corrected_drift,harmful_correctness_drop,0.027792568518552427,0.19547598353118148
nonzero_levels,384,strength_edits,mean_cross_similarity,-0.06286151065060554,-0.0351517731406341
nonzero_levels,384,strength_edits,noise_corrected_drift,0.11921734294518498,0.12905852343273355
nonzero_levels,384,strength_edits,abs_repeated_pass_rate_change,0.07589536224287106,0.05969407766490182
nonzero_levels,384,mean_cross_similarity,abs_repeated_pass_rate_change,-0.4568105316051834,-0.32635966578869996
nonzero_levels,384,mean_paired_similarity,abs_repeated_pass_rate_change,-0.4453692594644763,-0.33500421430071997
nonzero_levels,384,noise_corrected_drift,abs_repeated_pass_rate_change,0.4563025976332834,0.2672768552027725
nonzero_levels,384,mean_cross_similarity,harmful_correctness_drop,-0.07517067612754451,-0.1721085041918688
nonzero_levels,384,noise_corrected_drift,harmful_correctness_drop,-0.005117832239914294,0.12708380485363047
task:code_generation,120,strength_edits,mean_cross_similarity,-0.2906194129888361,-0.482094084481278
task:code_generation,120,strength_edits,noise_corrected_drift,0.26087645541021115,0.3316751950398241
task:code_generation,120,strength_edits,abs_repeated_pass_rate_change,0.2012757775299331,0.2846352985517313
task:code_generation,120,mean_cross_similarity,abs_repeated_pass_rate_change,-0.7060837163705251,-0.6615349705788526
task:code_generation,120,mean_paired_similarity,abs_repeated_pass_rate_change,-0.6864075122602686,-0.6588590635375188
task:code_generation,120,noise_corrected_drift,abs_repeated_pass_rate_change,0.7710406168514659,0.6176984894267765
task:code_generation,120,mean_cross_similarity,harmful_correctness_drop,-0.20309227131048807,-0.2838519051889764
task:code_generation,120,noise_corrected_drift,harmful_correctness_drop,0.15175754214341008,0.19455443408257156
task_nonzero:code_generation,96,strength_edits,mean_cross_similarity,-0.1080873386534791,-0.04809403742442028
task_nonzero:code_generation,96,strength_edits,noise_corrected_drift,0.1950940280183144,0.1461369318015416
task_nonzero:code_generation,96,strength_edits,abs_repeated_pass_rate_change,0.08996113533120922,0.12268018593713714
task_nonzero:code_generation,96,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6851463707535729,-0.6668421188837603
task_nonzero:code_generation,96,mean_paired_similarity,abs_repeated_pass_rate_change,-0.6627789354476062,-0.6620479642019806
task_nonzero:code_generation,96,noise_corrected_drift,abs_repeated_pass_rate_change,0.7616183365857705,0.6047002733779548
task_nonzero:code_generation,96,mean_cross_similarity,harmful_correctness_drop,-0.15862917125319748,-0.24987813240765588
task_nonzero:code_generation,96,noise_corrected_drift,harmful_correctness_drop,0.12744264674067934,0.15775834877111986
task:factual_qa,120,strength_edits,mean_cross_similarity,-0.22987149648302407,-0.40980496739008493
task:factual_qa,120,strength_edits,noise_corrected_drift,0.2278571776666309,0.2697414136024702
task:factual_qa,120,strength_edits,abs_repeated_pass_rate_change,,
task:factual_qa,120,mean_cross_similarity,abs_repeated_pass_rate_change,,
task:factual_qa,120,mean_paired_similarity,abs_repeated_pass_rate_change,,
task:factual_qa,120,noise_corrected_drift,abs_repeated_pass_rate_change,,
task:factual_qa,120,mean_cross_similarity,harmful_correctness_drop,,
task:factual_qa,120,noise_corrected_drift,harmful_correctness_drop,,
task_nonzero:factual_qa,96,strength_edits,mean_cross_similarity,-0.09061350254075948,-0.0446586599923521
task_nonzero:factual_qa,96,strength_edits,noise_corrected_drift,0.14235877219282309,0.06416666473624462
task_nonzero:factual_qa,96,strength_edits,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,96,mean_cross_similarity,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,96,mean_paired_similarity,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,96,noise_corrected_drift,abs_repeated_pass_rate_change,,
task_nonzero:factual_qa,96,mean_cross_similarity,harmful_correctness_drop,,
task_nonzero:factual_qa,96,noise_corrected_drift,harmful_correctness_drop,,
task:long_factual_qa,120,strength_edits,mean_cross_similarity,-0.2658296346688789,-0.5070837063374198
task:long_factual_qa,120,strength_edits,noise_corrected_drift,0.13266763318285113,0.439346656806038
task:long_factual_qa,120,strength_edits,abs_repeated_pass_rate_change,0.25177169367372926,0.31630620914210295
task:long_factual_qa,120,mean_cross_similarity,abs_repeated_pass_rate_change,-0.24287697761097166,-0.4774589268645512
task:long_factual_qa,120,mean_paired_similarity,abs_repeated_pass_rate_change,-0.24931872951081252,-0.47039030839844864
task:long_factual_qa,120,noise_corrected_drift,abs_repeated_pass_rate_change,0.048849201454238995,0.3910550657453329
task:long_factual_qa,120,mean_cross_similarity,harmful_correctness_drop,-0.25621591678333827,-0.33151013427389386
task:long_factual_qa,120,noise_corrected_drift,harmful_correctness_drop,0.16352319356749023,0.334068681995725
task_nonzero:long_factual_qa,96,strength_edits,mean_cross_similarity,-0.021740300084157622,-0.02992310939784583
task_nonzero:long_factual_qa,96,strength_edits,noise_corrected_drift,0.030485494839268348,0.1421726772738091
task_nonzero:long_factual_qa,96,strength_edits,abs_repeated_pass_rate_change,0.08231017719608559,0.02524330669988633
task_nonzero:long_factual_qa,96,mean_cross_similarity,abs_repeated_pass_rate_change,-0.09374480418536549,-0.2698425324976613
task_nonzero:long_factual_qa,96,mean_paired_similarity,abs_repeated_pass_rate_change,-0.10293077398396974,-0.25890822706319
task_nonzero:long_factual_qa,96,noise_corrected_drift,abs_repeated_pass_rate_change,-0.024345464531725126,0.21890620531237792
task_nonzero:long_factual_qa,96,mean_cross_similarity,harmful_correctness_drop,-0.16219519422408685,-0.22657479280270026
task_nonzero:long_factual_qa,96,noise_corrected_drift,harmful_correctness_drop,0.11908305085182741,0.2456058237752909
task:math_reasoning,120,strength_edits,mean_cross_similarity,-0.31634427751269517,-0.4836850981298663
task:math_reasoning,120,strength_edits,noise_corrected_drift,0.13017982102036285,0.4003647218518147
task:math_reasoning,120,strength_edits,abs_repeated_pass_rate_change,0.26732574733559694,0.3081178077981318
task:math_reasoning,120,mean_cross_similarity,abs_repeated_pass_rate_change,-0.0877392611524493,-0.17694777889151808
task:math_reasoning,120,mean_paired_similarity,abs_repeated_pass_rate_change,-0.08151987168765748,-0.19326410826466284
task:math_reasoning,120,noise_corrected_drift,abs_repeated_pass_rate_change,0.1009849014467353,0.1270968025801003
task:math_reasoning,120,mean_cross_similarity,harmful_correctness_drop,-0.07455267338876473,-0.15076366964169183
task:math_reasoning,120,noise_corrected_drift,harmful_correctness_drop,-0.0637859340362039,0.0600813338313984
task_nonzero:math_reasoning,96,strength_edits,mean_cross_similarity,-0.027502418346231267,0.01613830619209663
task_nonzero:math_reasoning,96,strength_edits,noise_corrected_drift,0.039992735030922405,0.161758561030103
task_nonzero:math_reasoning,96,strength_edits,abs_repeated_pass_rate_change,0.13540828529564974,0.10626251002531216
task_nonzero:math_reasoning,96,mean_cross_similarity,abs_repeated_pass_rate_change,0.09966618223398649,0.0965624772164023
task_nonzero:math_reasoning,96,mean_paired_similarity,abs_repeated_pass_rate_change,0.10062111379931253,0.07103807389923071
task_nonzero:math_reasoning,96,noise_corrected_drift,abs_repeated_pass_rate_change,0.04972367599540453,-0.025831454166947772
task_nonzero:math_reasoning,96,mean_cross_similarity,harmful_correctness_drop,0.10038901702714295,0.0595445445387391
task_nonzero:math_reasoning,96,noise_corrected_drift,harmful_correctness_drop,-0.12079605961457655,-0.07281597061738869
