scope_type,scope_value,n,drift_measure,correction_status,sampling_design,correctness_target,comparison_role,pearson,spearman,spearman_ci95_low,spearman_ci95_high,spearman_permutation_p_two_sided
overall,all,150,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.536327085570062,0.34929383243287326,0.1866167348065147,0.5005530672992884,0.000999000999000999
overall,all,150,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.4816570211801474,0.40914314252879624,0.27942840247944006,0.5273645651752482,0.000999000999000999
overall,all,150,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.4323172256419085,0.3830086564225981,0.25996377047040364,0.5111439545101362,0.000999000999000999
overall,all,150,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.4104338536631455,0.3367701604400113,0.20127404611640493,0.4629331629301702,0.000999000999000999
task,code_generation,50,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.7469902591247614,0.514900085367457,0.18010966026433314,0.7318556015892832,0.001998001998001998
task,code_generation,50,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.6480820644182876,0.4867150746384617,0.21463330022330784,0.6837185873662415,0.000999000999000999
task,code_generation,50,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.5784749499042819,0.45962610101224505,0.21658552866615585,0.6510378735088843,0.000999000999000999
task,code_generation,50,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.6121844665684415,0.5349673685722155,0.29161707600560943,0.7130311121214773,0.000999000999000999
task,factual_qa,50,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.9437349171222739,0.16192598941384265,-0.1489022952266323,0.5310726457632933,0.08291708291708291
task,factual_qa,50,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.9645097822405772,0.3513650878047123,0.2471041956992128,0.5498534708465368,0.000999000999000999
task,factual_qa,50,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.9129390193425759,0.22650073689459505,0.025664605532372802,0.4601461068419194,0.07292707292707293
task,factual_qa,50,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.965735098857725,0.25572663842938154,0.24879606186796205,0.4920183036681495,0.015984015984015984
task,math_reasoning,50,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,-0.05986301187198885,0.23155583481000766,-0.04432065251472918,0.5070280668476652,0.0969030969030969
task,math_reasoning,50,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,-0.3402169737517029,-0.23830567338568368,-0.5081309966917775,0.0341116373690872,0.0979020979020979
task,math_reasoning,50,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,-0.30284366376198496,-0.25655337462324257,-0.49953011580726986,0.016134424328769152,0.060939060939060936
task,math_reasoning,50,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,-0.2498502417388745,-0.3395498750508662,-0.5517864346846725,-0.07792269403318224,0.011988011988011988
perturbation,context_injection,30,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.49241384737652066,0.38161739216742996,-0.019562574095698174,0.7147571267218941,0.03996003996003996
perturbation,context_injection,30,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.44495850051574587,0.4312508765308587,0.1275874951667772,0.6715413765114864,0.017982017982017984
perturbation,context_injection,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.584571002333894,0.3772155029191434,0.08088278643768047,0.643955642435529,0.03196803196803197
perturbation,context_injection,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.46891459593955565,0.33803312887002346,0.027101245281245755,0.6143017049988548,0.07792207792207792
perturbation,formatting,30,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.5986070012136422,0.32204036056689483,-0.10971811272697794,0.6915723135466298,0.07892107892107893
perturbation,formatting,30,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.6101256952965919,0.5731460453901598,0.31723396144071,0.7700648333366577,0.000999000999000999
perturbation,formatting,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.5187732676444122,0.4345102395072482,0.1384185776882602,0.6777643837452604,0.011988011988011988
perturbation,formatting,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.4767323743267674,0.3994053876415916,0.12092052779312135,0.6394216164032236,0.024975024975024976
perturbation,paraphrase,30,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.6851227917676219,0.2885117435710946,-0.14498346337029763,0.6159044647596712,0.1258741258741259
perturbation,paraphrase,30,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.6064684929024938,0.36663850728967023,0.010123531301528483,0.6478070619309905,0.03996003996003996
