scope,n,x,y,pearson,spearman
all_levels,200,strength_edits,mean_cross_similarity,-0.1705866214766294,-0.48406831568541436
all_levels,200,strength_edits,noise_corrected_drift,0.07566836360360808,0.3016222937033059
all_levels,200,strength_edits,abs_repeated_pass_rate_change,0.12933268205015702,0.2841137984684436
all_levels,200,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5749136419812727,-0.5310903743924373
all_levels,200,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5946894323309568,-0.5204464671686021
all_levels,200,noise_corrected_drift,abs_repeated_pass_rate_change,0.7468826280523003,0.3799949597019797
all_levels,200,mean_cross_similarity,harmful_correctness_drop,-0.23210092425235251,-0.2802366918033006
all_levels,200,noise_corrected_drift,harmful_correctness_drop,0.018314742858287478,0.19737627063285113
nonzero_levels,160,strength_edits,mean_cross_similarity,-0.03079089990984981,-0.06132442147340882
nonzero_levels,160,strength_edits,noise_corrected_drift,0.010690354369557101,0.04560227662772116
nonzero_levels,160,strength_edits,abs_repeated_pass_rate_change,0.03190266495812282,0.07396620941069976
nonzero_levels,160,mean_cross_similarity,abs_repeated_pass_rate_change,-0.5530418854347303,-0.44891796103800724
nonzero_levels,160,mean_paired_similarity,abs_repeated_pass_rate_change,-0.5738847866095858,-0.43359854083375243
nonzero_levels,160,noise_corrected_drift,abs_repeated_pass_rate_change,0.7423711540263551,0.2978580743678485
nonzero_levels,160,mean_cross_similarity,harmful_correctness_drop,-0.1855813602720486,-0.18866684868928224
nonzero_levels,160,noise_corrected_drift,harmful_correctness_drop,-0.008344196048122818,0.1250356086693772
task:code_generation,50,strength_edits,mean_cross_similarity,-0.1852342659555282,-0.4804179919855259
task:code_generation,50,strength_edits,noise_corrected_drift,0.09960671502783021,0.25779990610004727
task:code_generation,50,strength_edits,abs_repeated_pass_rate_change,0.08409384985695624,0.18675097620334344
task:code_generation,50,mean_cross_similarity,abs_repeated_pass_rate_change,-0.8228236858363971,-0.6081922726928172
task:code_generation,50,mean_paired_similarity,abs_repeated_pass_rate_change,-0.8151910808955856,-0.6126080552243265
task:code_generation,50,noise_corrected_drift,abs_repeated_pass_rate_change,0.8362405448239932,0.6618359895567513
task:code_generation,50,mean_cross_similarity,harmful_correctness_drop,-0.10303610894932902,-0.2568566053880471
task:code_generation,50,noise_corrected_drift,harmful_correctness_drop,0.027021536107374917,0.2663535855894697
task_nonzero:code_generation,40,strength_edits,mean_cross_similarity,-0.015483717306459508,0.004845243312667022
task_nonzero:code_generation,40,strength_edits,noise_corrected_drift,-0.0057434893644239485,0.015073819438350875
task_nonzero:code_generation,40,strength_edits,abs_repeated_pass_rate_change,-0.04695702839445054,-0.004932636236669901
task_nonzero:code_generation,40,mean_cross_similarity,abs_repeated_pass_rate_change,-0.8125970222896487,-0.6185274124993952
task_nonzero:code_generation,40,mean_paired_similarity,abs_repeated_pass_rate_change,-0.8042790816274,-0.624053673463206
task_nonzero:code_generation,40,noise_corrected_drift,abs_repeated_pass_rate_change,0.8289697519178729,0.6609509986382811
task_nonzero:code_generation,40,mean_cross_similarity,harmful_correctness_drop,-0.058805484997298985,-0.21668586829299458
task_nonzero:code_generation,40,noise_corrected_drift,harmful_correctness_drop,-0.0020607085558723747,0.23273249128490414
task:factual_qa,50,strength_edits,mean_cross_similarity,-0.11992488570671489,-0.37546729233013754
task:factual_qa,50,strength_edits,noise_corrected_drift,0.03986984670066193,0.2454079541062574
task:factual_qa,50,strength_edits,abs_repeated_pass_rate_change,0.019611613513818325,0.09793792286287206
task:factual_qa,50,mean_cross_similarity,abs_repeated_pass_rate_change,-0.9332652167618869,-0.4950142442236983
task:factual_qa,50,mean_paired_similarity,abs_repeated_pass_rate_change,-0.8935437982582531,-0.4883625984663272
task:factual_qa,50,noise_corrected_drift,abs_repeated_pass_rate_change,0.47421818423534196,0.20883349582278302
task:factual_qa,50,mean_cross_similarity,harmful_correctness_drop,-0.8873207702445547,-0.43304725491339857
task:factual_qa,50,noise_corrected_drift,harmful_correctness_drop,0.09343870383242392,0.05399198645615538
task_nonzero:factual_qa,40,strength_edits,mean_cross_similarity,-0.012634764192020004,-0.04731418336126507
task_nonzero:factual_qa,40,strength_edits,noise_corrected_drift,-0.0577528358688178,0.028960484758017345
task_nonzero:factual_qa,40,strength_edits,abs_repeated_pass_rate_change,-0.06423528787211627,-0.0111687118657491
task_nonzero:factual_qa,40,mean_cross_similarity,abs_repeated_pass_rate_change,-0.9335688122034358,-0.529539394627534
task_nonzero:factual_qa,40,mean_paired_similarity,abs_repeated_pass_rate_change,-0.8928880677379811,-0.5251947751551356
task_nonzero:factual_qa,40,noise_corrected_drift,abs_repeated_pass_rate_change,0.4619963766179129,0.19241206118741974
task_nonzero:factual_qa,40,mean_cross_similarity,harmful_correctness_drop,-0.8873066678848124,-0.4644367725970682
task_nonzero:factual_qa,40,noise_corrected_drift,harmful_correctness_drop,0.0740566403021,0.023640463756311174
task:long_factual_qa,50,strength_edits,mean_cross_similarity,-0.4221561569037373,-0.5627893468994798
task:long_factual_qa,50,strength_edits,noise_corrected_drift,0.25692085266587594,0.4552847190820238
task:long_factual_qa,50,strength_edits,abs_repeated_pass_rate_change,0.3808503950338022,0.49422245016512806
task:long_factual_qa,50,mean_cross_similarity,abs_repeated_pass_rate_change,-0.6830974047618094,-0.7232441915994012
task:long_factual_qa,50,mean_paired_similarity,abs_repeated_pass_rate_change,-0.6760234233447224,-0.7292978857516113
task:long_factual_qa,50,noise_corrected_drift,abs_repeated_pass_rate_change,0.5388811861225847,0.4433804979148359
task:long_factual_qa,50,mean_cross_similarity,harmful_correctness_drop,-0.27838110629079477,-0.19280971602788607
task:long_factual_qa,50,noise_corrected_drift,harmful_correctness_drop,0.26841793647233236,0.221930543768825
task_nonzero:long_factual_qa,40,strength_edits,mean_cross_similarity,-0.2370972350499905,-0.13947099196069074
task_nonzero:long_factual_qa,40,strength_edits,noise_corrected_drift,0.198048055960855,0.12592109419330602
