scope,n,x,y,pearson,spearman
all_levels,200,strength_edits,mean_cross_similarity,-0.23216238902406536,-0.4844957236571963
all_levels,200,strength_edits,noise_corrected_drift,0.12279138205140143,0.43347816204818335
all_levels,200,strength_edits,abs_repeated_pass_rate_change,0.10954839730307932,0.22185728234245974
all_levels,200,mean_cross_similarity,abs_repeated_pass_rate_change,-0.8026901948738361,-0.6532517126537848
all_levels,200,mean_paired_similarity,abs_repeated_pass_rate_change,-0.7993272282293269,-0.6502565642441811
all_levels,200,noise_corrected_drift,abs_repeated_pass_rate_change,0.7361841829261411,0.4478244518487032
all_levels,200,mean_cross_similarity,harmful_correctness_drop,-0.02019668816387993,-0.15216411139566907
all_levels,200,noise_corrected_drift,harmful_correctness_drop,-0.06208255094723975,0.15846115717398723
nonzero_levels,160,strength_edits,mean_cross_similarity,-0.06206237738493932,-0.06958521270429276
nonzero_levels,160,strength_edits,noise_corrected_drift,0.0631357290602187,0.21962741651309395
nonzero_levels,160,strength_edits,abs_repeated_pass_rate_change,-0.01594603089734751,-0.02876137294671914
nonzero_levels,160,mean_cross_similarity,abs_repeated_pass_rate_change,-0.7916132106920509,-0.6177674076079606
nonzero_levels,160,mean_paired_similarity,abs_repeated_pass_rate_change,-0.7880068973395411,-0.6171919204552141
nonzero_levels,160,noise_corrected_drift,abs_repeated_pass_rate_change,0.7318001888310786,0.3741094781295194
nonzero_levels,160,mean_cross_similarity,harmful_correctness_drop,0.043699249096654506,-0.04050309926296499
nonzero_levels,160,noise_corrected_drift,harmful_correctness_drop,-0.08730043517355905,0.08837378193779279
task:code_generation,50,strength_edits,mean_cross_similarity,-0.2719949316545673,-0.5267025208948958
task:code_generation,50,strength_edits,noise_corrected_drift,0.19432955646041264,0.37056436645731844
task:code_generation,50,strength_edits,abs_repeated_pass_rate_change,0.2887821107461947,0.39323096704533267
task:code_generation,50,mean_cross_similarity,abs_repeated_pass_rate_change,-0.9277814622232463,-0.8399561332533819
task:code_generation,50,mean_paired_similarity,abs_repeated_pass_rate_change,-0.9298846756649635,-0.8393401700599291
task:code_generation,50,noise_corrected_drift,abs_repeated_pass_rate_change,0.8777428077467038,0.6991388297901563
task:code_generation,50,mean_cross_similarity,harmful_correctness_drop,-0.05647853358055762,-0.19853852967319258
task:code_generation,50,noise_corrected_drift,harmful_correctness_drop,-0.10542986422734961,0.002646753296849158
task_nonzero:code_generation,40,strength_edits,mean_cross_similarity,-0.1011113942928578,-0.10951792646146709
task_nonzero:code_generation,40,strength_edits,noise_corrected_drift,0.10251790537703588,0.14663102735578779
task_nonzero:code_generation,40,strength_edits,abs_repeated_pass_rate_change,0.1441629963308722,0.16338011823513426
task_nonzero:code_generation,40,mean_cross_similarity,abs_repeated_pass_rate_change,-0.9188327111583222,-0.8298703202199526
task_nonzero:code_generation,40,mean_paired_similarity,abs_repeated_pass_rate_change,-0.9213465201658888,-0.8347745211389256
task_nonzero:code_generation,40,noise_corrected_drift,abs_repeated_pass_rate_change,0.8762813211752446,0.6940524640037199
task_nonzero:code_generation,40,mean_cross_similarity,harmful_correctness_drop,0.004233657131270316,-0.11467553816383644
task_nonzero:code_generation,40,noise_corrected_drift,harmful_correctness_drop,-0.14486525691436716,-0.06727402560726266
task:factual_qa,50,strength_edits,mean_cross_similarity,-0.16631194582213998,-0.4035977565620577
