base_case_id,task,n_levels,spearman_strength_to_similarity,spearman_strength_to_corrected_drift,spearman_strength_to_abs_correctness_change,spearman_similarity_to_abs_correctness_change
rq2_dose_humaneval_03,code_generation,5,-0.4616902584383194,-0.35355339059327373,,
rq2_dose_humaneval_08,code_generation,5,-0.9746794344808964,,,
rq2_dose_humaneval_13,code_generation,5,-0.8,0.7826237921249264,0.7826237921249264,-0.8944271909999159
rq2_dose_humaneval_18,code_generation,5,-0.7,0.6668859288553503,,
rq2_dose_humaneval_23,code_generation,5,,,,
rq2_dose_humaneval_28,code_generation,5,-0.22360679774997896,0.22360679774997896,0.7071067811865475,-0.7905694150420948
rq2_dose_humaneval_33,code_generation,5,-0.9,0.7826237921249264,0.9746794344808964,-0.9746794344808964
rq2_dose_humaneval_38,code_generation,5,-0.6668859288553503,0.35909242322980395,,
rq2_dose_humaneval_43,code_generation,5,-0.6668859288553503,0.6668859288553503,0.8944271909999159,-0.917662935482247
rq2_dose_humaneval_48,code_generation,5,-0.9,0.7071067811865475,0.7071067811865475,-0.7071067811865475
rq2_dose_longfact_03,long_factual_qa,5,-0.6,,,
rq2_dose_longfact_08,long_factual_qa,5,-0.3,,0.7071067811865475,-0.7071067811865475
rq2_dose_longfact_13,long_factual_qa,5,-1.0,0.7,0.4,-0.4
rq2_dose_longfact_18,long_factual_qa,5,-0.9,0.872081599272381,0.9746794344808964,-0.872081599272381
rq2_dose_longfact_23,long_factual_qa,5,-0.1,0.30779350562554625,-0.051298917604257706,-0.9746794344808964
rq2_dose_longfact_28,long_factual_qa,5,-0.2,0.6668859288553503,0.051298917604257706,-0.9746794344808964
rq2_dose_longfact_33,long_factual_qa,5,0.0,0.0,0.11180339887498948,-0.4472135954999579
rq2_dose_longfact_38,long_factual_qa,5,-0.3,0.5642880936468347,0.4472135954999579,-0.4472135954999579
rq2_dose_longfact_43,long_factual_qa,5,-0.7,-0.35355339059327373,0.6708203932499369,-0.22360679774997896
rq2_dose_longfact_48,long_factual_qa,5,-0.9,,0.7905694150420948,-0.4743416490252569
rq2_dose_math_03,math_reasoning,5,-0.2,0.35355339059327373,,
rq2_dose_math_08,math_reasoning,5,-0.9,1.0,0.4472135954999579,-0.22360679774997896
rq2_dose_math_13,math_reasoning,5,-0.1,-0.35355339059327373,0.5,-0.7
rq2_dose_math_18,math_reasoning,5,-0.9,0.6668859288553503,0.6324555320336759,-0.7905694150420948
rq2_dose_math_23,math_reasoning,5,-0.2,-0.11180339887498948,-0.15811388300841897,-0.7905694150420948
rq2_dose_math_28,math_reasoning,5,-0.3,0.0,0.4472135954999579,-0.4472135954999579
rq2_dose_math_33,math_reasoning,5,-0.9,0.6708203932499369,0.35909242322980395,-0.10259783520851541
rq2_dose_math_38,math_reasoning,5,-0.6,-0.10259783520851541,0.28867513459481287,-0.8660254037844386
rq2_dose_math_43,math_reasoning,5,-0.3,0.3,0.35355339059327373,-0.35355339059327373
rq2_dose_math_48,math_reasoning,5,-0.7,0.2,0.7905694150420948,-0.9486832980505138
rq2_dose_squad_03,factual_qa,5,-0.22360679774997896,0.8660254037844386,,
rq2_dose_squad_08,factual_qa,5,-0.4616902584383194,0.0,,
rq2_dose_squad_13,factual_qa,5,-0.7,0.0,,
rq2_dose_squad_18,factual_qa,5,-0.8944271909999159,0.8944271909999159,,
rq2_dose_squad_23,factual_qa,5,-0.7071067811865475,,,
rq2_dose_squad_28,factual_qa,5,-0.4472135954999579,0.0,,
rq2_dose_squad_33,factual_qa,5,-0.7071067811865475,,,
rq2_dose_squad_38,factual_qa,5,-0.6668859288553503,0.6324555320336759,,
rq2_dose_squad_43,factual_qa,5,-0.9746794344808964,0.9746794344808964,,
rq2_dose_squad_48,factual_qa,5,-0.5773502691896257,0.5773502691896257,,
