item_id,task_type,perturbation_type,similarity,retention_probability,is_correct_simulated,similarity_metric
code_generation_102,code_generation,context_injection,0.873566,0.8003252251315593,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_102,code_generation,formatting_changes,0.944768,0.8627100634304037,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_102,code_generation,paraphrasing,0.793918,0.6841809595831021,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_102,code_generation,reordering,0.929644,0.8522829696993011,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_102,code_generation,surface_noise,0.920633,0.8454070554477904,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_104,code_generation,context_injection,0.874597,0.8014914141678509,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_104,code_generation,formatting_changes,0.773514,0.6467752574915087,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_104,code_generation,paraphrasing,0.857985,0.7816597791557831,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_104,code_generation,reordering,0.711162,0.5219171700613374,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_104,code_generation,surface_noise,0.859345,0.7833676350410859,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_107,code_generation,context_injection,0.76271,0.6260120302288312,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_107,code_generation,formatting_changes,0.972618,0.8786481017868941,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_107,code_generation,paraphrasing,0.969083,0.8768385813962416,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_107,code_generation,reordering,0.858081,0.7817808312841097,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_107,code_generation,surface_noise,0.961699,0.8728667952849414,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_109,code_generation,context_injection,0.81822,0.7249924345024181,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_109,code_generation,formatting_changes,0.81897,0.7261803221269292,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_109,code_generation,paraphrasing,0.811274,0.7137814539553371,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_109,code_generation,reordering,0.804593,0.7026487581285317,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_109,code_generation,surface_noise,0.806728,0.7062429030543056,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_11,code_generation,context_injection,0.796985,0.6895698271677153,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_11,code_generation,formatting_changes,0.767392,0.6350811568269784,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_11,code_generation,paraphrasing,0.712262,0.5241651550538562,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_11,code_generation,reordering,0.772127,0.6441430428825138,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_11,code_generation,surface_noise,0.796232,0.6882528356629742,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_110,code_generation,context_injection,0.92065,0.845420516732174,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_110,code_generation,formatting_changes,0.960548,0.8722235786849089,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_110,code_generation,paraphrasing,0.840564,0.7584342126693813,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_110,code_generation,reordering,0.788766,0.6749842578637466,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_110,code_generation,surface_noise,0.93654,0.8572047815415262,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
