item_id,task_type,dataset_name,source_index,perturbation_type,sample_id,model_name,temperature,top_p,max_output_tokens,original_prompt,perturbed_prompt,output_text
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,paraphrasing,1,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Rewrite the prompt while maintaining its essence:

Context: The First British Empire, established on mercantilism, encompassed territories mainly in North America, the Caribbean, and India. The loss of the American colonies in 1776 led to a shift in focus towards India, Australia, and exerting economic influence in Latin America post-1820. By the 1840s, Britain embraced a successful free trade policy, establishing dominance in global trade. Following this loss, Britain directed its efforts to Asia, Africa, and the Pacific. After defeating Napoleonic France in 1815, Britain experienced nearly unopposed dominance and expanded its imperial reach worldwide. The settler colonies gained more autonomy in the 20th century.

Question: At what point did Great Britain cede its North American colonies?",At what point did Great Britain lose control of its North American colonies?
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,paraphrasing,2,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Rewrite the prompt while maintaining its essence:

Context: The First British Empire, established on mercantilism, encompassed territories mainly in North America, the Caribbean, and India. The loss of the American colonies in 1776 led to a shift in focus towards India, Australia, and exerting economic influence in Latin America post-1820. By the 1840s, Britain embraced a successful free trade policy, establishing dominance in global trade. Following this loss, Britain directed its efforts to Asia, Africa, and the Pacific. After defeating Napoleonic France in 1815, Britain experienced nearly unopposed dominance and expanded its imperial reach worldwide. The settler colonies gained more autonomy in the 20th century.

Question: At what point did Great Britain cede its North American colonies?",At what point did Great Britain lose (or cede) control of its North American colonies?
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,paraphrasing,3,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Rewrite the prompt while maintaining its essence:

Context: The First British Empire, established on mercantilism, encompassed territories mainly in North America, the Caribbean, and India. The loss of the American colonies in 1776 led to a shift in focus towards India, Australia, and exerting economic influence in Latin America post-1820. By the 1840s, Britain embraced a successful free trade policy, establishing dominance in global trade. Following this loss, Britain directed its efforts to Asia, Africa, and the Pacific. After defeating Napoleonic France in 1815, Britain experienced nearly unopposed dominance and expanded its imperial reach worldwide. The settler colonies gained more autonomy in the 20th century.

Question: At what point did Great Britain cede its North American colonies?",At what point did Great Britain lose control of its North American colonies?
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,paraphrasing,4,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Rewrite the prompt while maintaining its essence:

Context: The First British Empire, established on mercantilism, encompassed territories mainly in North America, the Caribbean, and India. The loss of the American colonies in 1776 led to a shift in focus towards India, Australia, and exerting economic influence in Latin America post-1820. By the 1840s, Britain embraced a successful free trade policy, establishing dominance in global trade. Following this loss, Britain directed its efforts to Asia, Africa, and the Pacific. After defeating Napoleonic France in 1815, Britain experienced nearly unopposed dominance and expanded its imperial reach worldwide. The settler colonies gained more autonomy in the 20th century.

Question: At what point did Great Britain cede its North American colonies?",At what point did Great Britain lose control of its North American colonies?
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,paraphrasing,5,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Rewrite the prompt while maintaining its essence:

Context: The First British Empire, established on mercantilism, encompassed territories mainly in North America, the Caribbean, and India. The loss of the American colonies in 1776 led to a shift in focus towards India, Australia, and exerting economic influence in Latin America post-1820. By the 1840s, Britain embraced a successful free trade policy, establishing dominance in global trade. Following this loss, Britain directed its efforts to Asia, Africa, and the Pacific. After defeating Napoleonic France in 1815, Britain experienced nearly unopposed dominance and expanded its imperial reach worldwide. The settler colonies gained more autonomy in the 20th century.

Question: At what point did Great Britain cede its North American colonies?",At what point did Great Britain lose control of its North American colonies?
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,reordering,1,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Question: When did Great Britain lose its colonies in North America?

Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.","Great Britain lost its colonies in North America in **1776**, when the Thirteen Colonies declared independence with the adoption of the Declaration of Independence on July 4, 1776. This marked the formal beginning of the American Revolutionary War (1775–1783), which culminated in British recognition of American independence through the **Treaty of Paris in 1783**. So while the decisive political break occurred in 1776, the loss was finalized and internationally recognized in 1783."
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,reordering,2,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Question: When did Great Britain lose its colonies in North America?

Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.","Great Britain lost its colonies in North America in **1776**, when the Thirteen Colonies declared independence on July 4, culminating in the American Revolutionary War (1775–1783). The war formally ended with the **Treaty of Paris in 1783**, in which Britain recognized the sovereignty of the United States. This marked the end of the First British Empire in North America."
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,reordering,3,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Question: When did Great Britain lose its colonies in North America?

Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.","Great Britain lost its colonies in North America in **1776**, when the Thirteen Colonies declared independence on July 4, culminating in the American Revolutionary War (1775–1783). The war formally ended with the **Treaty of Paris in 1783**, in which Britain recognized the independence of the United States. This marked the definitive end of British rule over its mainland North American colonies and the collapse of the First British Empire."
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,reordering,4,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Question: When did Great Britain lose its colonies in North America?

Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.","Great Britain lost its colonies in North America in **1776**, when the thirteen American colonies declared independence on July 4, leading to the American Revolutionary War (1775–1783). The war concluded with the **Treaty of Paris in 1783**, which formally recognized the independence of the United States and marked the end of British rule over those colonies."
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,reordering,5,qwen-plus,0.7,0.9,,"Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.

Question: When did Great Britain lose its colonies in North America?","Question: When did Great Britain lose its colonies in North America?

Context: The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776. Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820. By the 1840s, Britain had adopted a highly successful policy of free trade that gave it dominance in the trade of much of the world. After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific. Following the defeat of Napoleonic France in 1815, Britain enjoyed a century of almost unchallenged dominance and expanded its imperial holdings around the globe. Increasing degrees of internal autonomy were granted to its white settler colonies in the 20th century.","Great Britain lost its colonies in North America in **1776**, when the Thirteen Colonies declared independence with the adoption of the Declaration of Independence on July 4, 1776. This marked the formal beginning of the American Revolutionary War’s political break from British rule. The loss was confirmed internationally with the **Treaty of Paris in 1783**, which officially ended the war and recognized the sovereignty of the United States."
